Name,"LOYOLA UNIVERSITY MARYLAND, INC."
Address,"4501 N CHARLES ST BLDG A BALTIMORE MD 21210"
"Account Number",6959340000

Type,Meter,Date,"Start Time",Usage,"Usage Unit"
"Electric Usage",G159732081-1,2024-04-19,20:45,35.92,kWh
"Electric Usage",G159732081-1,2024-04-19,21:00,36.96,kWh
"Electric Usage",G159732081-1,2024-04-19,21:15,36.11,kWh
"Electric Usage",G159732081-1,2024-04-19,21:30,35.89,kWh
"Electric Usage",G159732081-1,2024-04-19,21:45,36.87,kWh
"Electric Usage",G159732081-1,2024-04-19,22:00,36.94,kWh
"Electric Usage",G159732081-1,2024-04-19,22:15,37.63,kWh
"Electric Usage",G159732081-1,2024-04-19,22:30,37.15,kWh
"Electric Usage",G159732081-1,2024-04-19,22:45,36.94,kWh
"Electric Usage",G159732081-1,2024-04-19,23:00,36.54,kWh
"Electric Usage",G159732081-1,2024-04-19,23:15,34.22,kWh
"Electric Usage",G159732081-1,2024-04-19,23:30,34.38,kWh
"Electric Usage",G159732081-1,2024-04-19,23:45,35.36,kWh
"Electric Usage",G159732081-1,2024-04-20,00:00,36.9,kWh
"Electric Usage",G159732081-1,2024-04-20,00:15,33.58,kWh
"Electric Usage",G159732081-1,2024-04-20,00:30,34.93,kWh
"Electric Usage",G159732081-1,2024-04-20,00:45,33.41,kWh
"Electric Usage",G159732081-1,2024-04-20,01:00,33.3,kWh
"Electric Usage",G159732081-1,2024-04-20,01:15,34.51,kWh
"Electric Usage",G159732081-1,2024-04-20,01:30,33.73,kWh
"Electric Usage",G159732081-1,2024-04-20,01:45,34.05,kWh
"Electric Usage",G159732081-1,2024-04-20,02:00,32.48,kWh
"Electric Usage",G159732081-1,2024-04-20,02:15,32.44,kWh
"Electric Usage",G159732081-1,2024-04-20,02:30,32.81,kWh
"Electric Usage",G159732081-1,2024-04-20,02:45,32.46,kWh
"Electric Usage",G159732081-1,2024-04-20,03:00,32.62,kWh
"Electric Usage",G159732081-1,2024-04-20,03:15,31.78,kWh
"Electric Usage",G159732081-1,2024-04-20,03:30,30.96,kWh
"Electric Usage",G159732081-1,2024-04-20,03:45,31.01,kWh
"Electric Usage",G159732081-1,2024-04-20,04:00,31.8,kWh
"Electric Usage",G159732081-1,2024-04-20,04:15,31.81,kWh
"Electric Usage",G159732081-1,2024-04-20,04:30,31.18,kWh
"Electric Usage",G159732081-1,2024-04-20,04:45,32.59,kWh
"Electric Usage",G159732081-1,2024-04-20,05:00,30.73,kWh
"Electric Usage",G159732081-1,2024-04-20,05:15,31.31,kWh
"Electric Usage",G159732081-1,2024-04-20,05:30,31.48,kWh
"Electric Usage",G159732081-1,2024-04-20,05:45,30.53,kWh
"Electric Usage",G159732081-1,2024-04-20,06:00,31.09,kWh
"Electric Usage",G159732081-1,2024-04-20,06:15,30.7,kWh
"Electric Usage",G159732081-1,2024-04-20,06:30,30.62,kWh
"Electric Usage",G159732081-1,2024-04-20,06:45,30.63,kWh
"Electric Usage",G159732081-1,2024-04-20,07:00,30.67,kWh
"Electric Usage",G159732081-1,2024-04-20,07:15,31.52,kWh
"Electric Usage",G159732081-1,2024-04-20,07:30,30.29,kWh
"Electric Usage",G159732081-1,2024-04-20,07:45,31.12,kWh
"Electric Usage",G159732081-1,2024-04-20,08:00,31.84,kWh
"Electric Usage",G159732081-1,2024-04-20,08:15,31.08,kWh
"Electric Usage",G159732081-1,2024-04-20,08:30,31.34,kWh
"Electric Usage",G159732081-1,2024-04-20,08:45,32.81,kWh
"Electric Usage",G159732081-1,2024-04-20,09:00,32.3,kWh
"Electric Usage",G159732081-1,2024-04-20,09:15,32.21,kWh
"Electric Usage",G159732081-1,2024-04-20,09:30,34.05,kWh
"Electric Usage",G159732081-1,2024-04-20,09:45,33.3,kWh
"Electric Usage",G159732081-1,2024-04-20,10:00,33.45,kWh
"Electric Usage",G159732081-1,2024-04-20,10:15,33.81,kWh
"Electric Usage",G159732081-1,2024-04-20,10:30,34.73,kWh
"Electric Usage",G159732081-1,2024-04-20,10:45,34.4,kWh
"Electric Usage",G159732081-1,2024-04-20,11:00,35.79,kWh
"Electric Usage",G159732081-1,2024-04-20,11:15,35.42,kWh
"Electric Usage",G159732081-1,2024-04-20,11:30,35.92,kWh
"Electric Usage",G159732081-1,2024-04-20,11:45,37.49,kWh
"Electric Usage",G159732081-1,2024-04-20,12:00,37.62,kWh
"Electric Usage",G159732081-1,2024-04-20,12:15,37.77,kWh
"Electric Usage",G159732081-1,2024-04-20,12:30,39.46,kWh
"Electric Usage",G159732081-1,2024-04-20,12:45,38.85,kWh
"Electric Usage",G159732081-1,2024-04-20,13:00,39.28,kWh
"Electric Usage",G159732081-1,2024-04-20,13:15,38.85,kWh
"Electric Usage",G159732081-1,2024-04-20,13:30,39.16,kWh
"Electric Usage",G159732081-1,2024-04-20,13:45,39.59,kWh
"Electric Usage",G159732081-1,2024-04-20,14:00,39.36,kWh
"Electric Usage",G159732081-1,2024-04-20,14:15,37.39,kWh
"Electric Usage",G159732081-1,2024-04-20,14:30,37.98,kWh
"Electric Usage",G159732081-1,2024-04-20,14:45,37.75,kWh
"Electric Usage",G159732081-1,2024-04-20,15:00,38.75,kWh
"Electric Usage",G159732081-1,2024-04-20,15:15,38.28,kWh
"Electric Usage",G159732081-1,2024-04-20,15:30,38.45,kWh
"Electric Usage",G159732081-1,2024-04-20,15:45,37.89,kWh
"Electric Usage",G159732081-1,2024-04-20,16:00,38.92,kWh
"Electric Usage",G159732081-1,2024-04-20,16:15,39.79,kWh
"Electric Usage",G159732081-1,2024-04-20,16:30,37.58,kWh
"Electric Usage",G159732081-1,2024-04-20,16:45,38.39,kWh
"Electric Usage",G159732081-1,2024-04-20,17:00,39.63,kWh
"Electric Usage",G159732081-1,2024-04-20,17:15,39.89,kWh
"Electric Usage",G159732081-1,2024-04-20,17:30,39.87,kWh
"Electric Usage",G159732081-1,2024-04-20,17:45,38.23,kWh
"Electric Usage",G159732081-1,2024-04-20,18:00,38.83,kWh
"Electric Usage",G159732081-1,2024-04-20,18:15,37.31,kWh
"Electric Usage",G159732081-1,2024-04-20,18:30,39.44,kWh
"Electric Usage",G159732081-1,2024-04-20,18:45,39.01,kWh
"Electric Usage",G159732081-1,2024-04-20,19:00,38.58,kWh
"Electric Usage",G159732081-1,2024-04-20,19:15,37.55,kWh
"Electric Usage",G159732081-1,2024-04-20,19:30,38.66,kWh
"Electric Usage",G159732081-1,2024-04-20,19:45,37.21,kWh
"Electric Usage",G159732081-1,2024-04-20,20:00,36.53,kWh
"Electric Usage",G159732081-1,2024-04-20,20:15,36.67,kWh
"Electric Usage",G159732081-1,2024-04-20,20:30,35.25,kWh
"Electric Usage",G159732081-1,2024-04-20,20:45,35.35,kWh
"Electric Usage",G159732081-1,2024-04-20,21:00,36.07,kWh
"Electric Usage",G159732081-1,2024-04-20,21:15,36.76,kWh
"Electric Usage",G159732081-1,2024-04-20,21:30,36.59,kWh
"Electric Usage",G159732081-1,2024-04-20,21:45,36.33,kWh
"Electric Usage",G159732081-1,2024-04-20,22:00,37.19,kWh
"Electric Usage",G159732081-1,2024-04-20,22:15,37.19,kWh
"Electric Usage",G159732081-1,2024-04-20,22:30,36.37,kWh
"Electric Usage",G159732081-1,2024-04-20,22:45,37.37,kWh
"Electric Usage",G159732081-1,2024-04-20,23:00,34.94,kWh
"Electric Usage",G159732081-1,2024-04-20,23:15,36.02,kWh
"Electric Usage",G159732081-1,2024-04-20,23:30,34.58,kWh
"Electric Usage",G159732081-1,2024-04-20,23:45,34.41,kWh
"Electric Usage",G159732081-1,2024-04-21,00:00,33.98,kWh
"Electric Usage",G159732081-1,2024-04-21,00:15,34.62,kWh
"Electric Usage",G159732081-1,2024-04-21,00:30,34.67,kWh
"Electric Usage",G159732081-1,2024-04-21,00:45,33.44,kWh
"Electric Usage",G159732081-1,2024-04-21,01:00,34.43,kWh
"Electric Usage",G159732081-1,2024-04-21,01:15,34.36,kWh
"Electric Usage",G159732081-1,2024-04-21,01:30,33.44,kWh
"Electric Usage",G159732081-1,2024-04-21,01:45,34.59,kWh
"Electric Usage",G159732081-1,2024-04-21,02:00,34.69,kWh
"Electric Usage",G159732081-1,2024-04-21,02:15,33.04,kWh
"Electric Usage",G159732081-1,2024-04-21,02:30,33.91,kWh
"Electric Usage",G159732081-1,2024-04-21,02:45,34.3,kWh
"Electric Usage",G159732081-1,2024-04-21,03:00,33.15,kWh
"Electric Usage",G159732081-1,2024-04-21,03:15,34.14,kWh
"Electric Usage",G159732081-1,2024-04-21,03:30,32.58,kWh
"Electric Usage",G159732081-1,2024-04-21,03:45,32.93,kWh
"Electric Usage",G159732081-1,2024-04-21,04:00,33.24,kWh
"Electric Usage",G159732081-1,2024-04-21,04:15,31.71,kWh
"Electric Usage",G159732081-1,2024-04-21,04:30,31.6,kWh
"Electric Usage",G159732081-1,2024-04-21,04:45,31.93,kWh
"Electric Usage",G159732081-1,2024-04-21,05:00,31.17,kWh
"Electric Usage",G159732081-1,2024-04-21,05:15,31.17,kWh
"Electric Usage",G159732081-1,2024-04-21,05:30,31.59,kWh
"Electric Usage",G159732081-1,2024-04-21,05:45,31.12,kWh
"Electric Usage",G159732081-1,2024-04-21,06:00,31.82,kWh
"Electric Usage",G159732081-1,2024-04-21,06:15,31.97,kWh
"Electric Usage",G159732081-1,2024-04-21,06:30,30.76,kWh
"Electric Usage",G159732081-1,2024-04-21,06:45,31.39,kWh
"Electric Usage",G159732081-1,2024-04-21,07:00,31.76,kWh
"Electric Usage",G159732081-1,2024-04-21,07:15,30.73,kWh
"Electric Usage",G159732081-1,2024-04-21,07:30,31.44,kWh
"Electric Usage",G159732081-1,2024-04-21,07:45,31.47,kWh
"Electric Usage",G159732081-1,2024-04-21,08:00,31.68,kWh
"Electric Usage",G159732081-1,2024-04-21,08:15,31.43,kWh
"Electric Usage",G159732081-1,2024-04-21,08:30,31.59,kWh
"Electric Usage",G159732081-1,2024-04-21,08:45,30.49,kWh
"Electric Usage",G159732081-1,2024-04-21,09:00,31.58,kWh
"Electric Usage",G159732081-1,2024-04-21,09:15,32.12,kWh
"Electric Usage",G159732081-1,2024-04-21,09:30,31.81,kWh
"Electric Usage",G159732081-1,2024-04-21,09:45,31.52,kWh
"Electric Usage",G159732081-1,2024-04-21,10:00,31.21,kWh
"Electric Usage",G159732081-1,2024-04-21,10:15,31.75,kWh
"Electric Usage",G159732081-1,2024-04-21,10:30,33.01,kWh
"Electric Usage",G159732081-1,2024-04-21,10:45,32.24,kWh
"Electric Usage",G159732081-1,2024-04-21,11:00,32.68,kWh
"Electric Usage",G159732081-1,2024-04-21,11:15,32.52,kWh
"Electric Usage",G159732081-1,2024-04-21,11:30,32.62,kWh
"Electric Usage",G159732081-1,2024-04-21,11:45,33.65,kWh
"Electric Usage",G159732081-1,2024-04-21,12:00,32.9,kWh
"Electric Usage",G159732081-1,2024-04-21,12:15,32.54,kWh
"Electric Usage",G159732081-1,2024-04-21,12:30,33.8,kWh
"Electric Usage",G159732081-1,2024-04-21,12:45,33.9,kWh
"Electric Usage",G159732081-1,2024-04-21,13:00,34.57,kWh
"Electric Usage",G159732081-1,2024-04-21,13:15,35.31,kWh
"Electric Usage",G159732081-1,2024-04-21,13:30,33.94,kWh
"Electric Usage",G159732081-1,2024-04-21,13:45,34.15,kWh
"Electric Usage",G159732081-1,2024-04-21,14:00,34.58,kWh
"Electric Usage",G159732081-1,2024-04-21,14:15,33.95,kWh
"Electric Usage",G159732081-1,2024-04-21,14:30,32.12,kWh
"Electric Usage",G159732081-1,2024-04-21,14:45,34.18,kWh
"Electric Usage",G159732081-1,2024-04-21,15:00,33.03,kWh
"Electric Usage",G159732081-1,2024-04-21,15:15,33.5,kWh
"Electric Usage",G159732081-1,2024-04-21,15:30,34.68,kWh
"Electric Usage",G159732081-1,2024-04-21,15:45,33.76,kWh
"Electric Usage",G159732081-1,2024-04-21,16:00,34.3,kWh
"Electric Usage",G159732081-1,2024-04-21,16:15,36.64,kWh
"Electric Usage",G159732081-1,2024-04-21,16:30,35.13,kWh
"Electric Usage",G159732081-1,2024-04-21,16:45,35.99,kWh
"Electric Usage",G159732081-1,2024-04-21,17:00,33.93,kWh
"Electric Usage",G159732081-1,2024-04-21,17:15,34.59,kWh
"Electric Usage",G159732081-1,2024-04-21,17:30,35.46,kWh
"Electric Usage",G159732081-1,2024-04-21,17:45,36.32,kWh
"Electric Usage",G159732081-1,2024-04-21,18:00,34.95,kWh
"Electric Usage",G159732081-1,2024-04-21,18:15,37.06,kWh
"Electric Usage",G159732081-1,2024-04-21,18:30,35.34,kWh
"Electric Usage",G159732081-1,2024-04-21,18:45,36.26,kWh
"Electric Usage",G159732081-1,2024-04-21,19:00,36.56,kWh
"Electric Usage",G159732081-1,2024-04-21,19:15,35.05,kWh
"Electric Usage",G159732081-1,2024-04-21,19:30,36.19,kWh
"Electric Usage",G159732081-1,2024-04-21,19:45,36.55,kWh
"Electric Usage",G159732081-1,2024-04-21,20:00,36.08,kWh
"Electric Usage",G159732081-1,2024-04-21,20:15,35.84,kWh
"Electric Usage",G159732081-1,2024-04-21,20:30,36.18,kWh
"Electric Usage",G159732081-1,2024-04-21,20:45,35.88,kWh
"Electric Usage",G159732081-1,2024-04-21,21:00,36.44,kWh
"Electric Usage",G159732081-1,2024-04-21,21:15,35.78,kWh
"Electric Usage",G159732081-1,2024-04-21,21:30,35.82,kWh
"Electric Usage",G159732081-1,2024-04-21,21:45,35.66,kWh
"Electric Usage",G159732081-1,2024-04-21,22:00,34.89,kWh
"Electric Usage",G159732081-1,2024-04-21,22:15,35.98,kWh
"Electric Usage",G159732081-1,2024-04-21,22:30,36.06,kWh
"Electric Usage",G159732081-1,2024-04-21,22:45,35.04,kWh
"Electric Usage",G159732081-1,2024-04-21,23:00,36.39,kWh
"Electric Usage",G159732081-1,2024-04-21,23:15,35.15,kWh
"Electric Usage",G159732081-1,2024-04-21,23:30,33.91,kWh
"Electric Usage",G159732081-1,2024-04-21,23:45,34.8,kWh
"Electric Usage",G159732081-1,2024-04-22,00:00,33.74,kWh
"Electric Usage",G159732081-1,2024-04-22,00:15,33.55,kWh
"Electric Usage",G159732081-1,2024-04-22,00:30,33.96,kWh
"Electric Usage",G159732081-1,2024-04-22,00:45,33.42,kWh
"Electric Usage",G159732081-1,2024-04-22,01:00,32.32,kWh
"Electric Usage",G159732081-1,2024-04-22,01:15,32.98,kWh
"Electric Usage",G159732081-1,2024-04-22,01:30,33.28,kWh
"Electric Usage",G159732081-1,2024-04-22,01:45,32.93,kWh
"Electric Usage",G159732081-1,2024-04-22,02:00,31.65,kWh
"Electric Usage",G159732081-1,2024-04-22,02:15,32.2,kWh
"Electric Usage",G159732081-1,2024-04-22,02:30,31.63,kWh
"Electric Usage",G159732081-1,2024-04-22,02:45,31.09,kWh
"Electric Usage",G159732081-1,2024-04-22,03:00,30.74,kWh
"Electric Usage",G159732081-1,2024-04-22,03:15,37.02,kWh
"Electric Usage",G159732081-1,2024-04-22,03:30,36.39,kWh
"Electric Usage",G159732081-1,2024-04-22,03:45,36.78,kWh
"Electric Usage",G159732081-1,2024-04-22,04:00,36.56,kWh
"Electric Usage",G159732081-1,2024-04-22,04:15,36.92,kWh
"Electric Usage",G159732081-1,2024-04-22,04:30,37.25,kWh
"Electric Usage",G159732081-1,2024-04-22,04:45,36.69,kWh
"Electric Usage",G159732081-1,2024-04-22,05:00,37.67,kWh
"Electric Usage",G159732081-1,2024-04-22,05:15,38.27,kWh
"Electric Usage",G159732081-1,2024-04-22,05:30,36.77,kWh
"Electric Usage",G159732081-1,2024-04-22,05:45,37.33,kWh
"Electric Usage",G159732081-1,2024-04-22,06:00,37.23,kWh
"Electric Usage",G159732081-1,2024-04-22,06:15,37.25,kWh
"Electric Usage",G159732081-1,2024-04-22,06:30,37.26,kWh
"Electric Usage",G159732081-1,2024-04-22,06:45,37.16,kWh
"Electric Usage",G159732081-1,2024-04-22,07:00,35.79,kWh
"Electric Usage",G159732081-1,2024-04-22,07:15,37.82,kWh
"Electric Usage",G159732081-1,2024-04-22,07:30,36.27,kWh
"Electric Usage",G159732081-1,2024-04-22,07:45,35.86,kWh
"Electric Usage",G159732081-1,2024-04-22,08:00,32.08,kWh
"Electric Usage",G159732081-1,2024-04-22,08:15,31.38,kWh
"Electric Usage",G159732081-1,2024-04-22,08:30,33.34,kWh
"Electric Usage",G159732081-1,2024-04-22,08:45,33.75,kWh
"Electric Usage",G159732081-1,2024-04-22,09:00,33.32,kWh
"Electric Usage",G159732081-1,2024-04-22,09:15,34.27,kWh
"Electric Usage",G159732081-1,2024-04-22,09:30,35.33,kWh
"Electric Usage",G159732081-1,2024-04-22,09:45,34.59,kWh
"Electric Usage",G159732081-1,2024-04-22,10:00,34.25,kWh
"Electric Usage",G159732081-1,2024-04-22,10:15,34.3,kWh
"Electric Usage",G159732081-1,2024-04-22,10:30,33.45,kWh
"Electric Usage",G159732081-1,2024-04-22,10:45,34.39,kWh
"Electric Usage",G159732081-1,2024-04-22,11:00,35.03,kWh
"Electric Usage",G159732081-1,2024-04-22,11:15,34.98,kWh
"Electric Usage",G159732081-1,2024-04-22,11:30,36.09,kWh
"Electric Usage",G159732081-1,2024-04-22,11:45,36.07,kWh
"Electric Usage",G159732081-1,2024-04-22,12:00,36.02,kWh
"Electric Usage",G159732081-1,2024-04-22,12:15,35.57,kWh
"Electric Usage",G159732081-1,2024-04-22,12:30,36.39,kWh
"Electric Usage",G159732081-1,2024-04-22,12:45,36.76,kWh
"Electric Usage",G159732081-1,2024-04-22,13:00,40.42,kWh
"Electric Usage",G159732081-1,2024-04-22,13:15,40.65,kWh
"Electric Usage",G159732081-1,2024-04-22,13:30,38.94,kWh
"Electric Usage",G159732081-1,2024-04-22,13:45,41.68,kWh
"Electric Usage",G159732081-1,2024-04-22,14:00,40.28,kWh
"Electric Usage",G159732081-1,2024-04-22,14:15,41.27,kWh
"Electric Usage",G159732081-1,2024-04-22,14:30,40.82,kWh
"Electric Usage",G159732081-1,2024-04-22,14:45,41.19,kWh
"Electric Usage",G159732081-1,2024-04-22,15:00,41.07,kWh
"Electric Usage",G159732081-1,2024-04-22,15:15,40.33,kWh
"Electric Usage",G159732081-1,2024-04-22,15:30,39.24,kWh
"Electric Usage",G159732081-1,2024-04-22,15:45,39.85,kWh
"Electric Usage",G159732081-1,2024-04-22,16:00,39.46,kWh
"Electric Usage",G159732081-1,2024-04-22,16:15,39.24,kWh
"Electric Usage",G159732081-1,2024-04-22,16:30,38.11,kWh
"Electric Usage",G159732081-1,2024-04-22,16:45,38.16,kWh
"Electric Usage",G159732081-1,2024-04-22,17:00,36.64,kWh
"Electric Usage",G159732081-1,2024-04-22,17:15,37.75,kWh
"Electric Usage",G159732081-1,2024-04-22,17:30,38.05,kWh
"Electric Usage",G159732081-1,2024-04-22,17:45,37.17,kWh
"Electric Usage",G159732081-1,2024-04-22,18:00,38.43,kWh
"Electric Usage",G159732081-1,2024-04-22,18:15,38.57,kWh
"Electric Usage",G159732081-1,2024-04-22,18:30,37.94,kWh
"Electric Usage",G159732081-1,2024-04-22,18:45,37.57,kWh
"Electric Usage",G159732081-1,2024-04-22,19:00,37.76,kWh
"Electric Usage",G159732081-1,2024-04-22,19:15,36.92,kWh
"Electric Usage",G159732081-1,2024-04-22,19:30,37.37,kWh
"Electric Usage",G159732081-1,2024-04-22,19:45,37.1,kWh
"Electric Usage",G159732081-1,2024-04-22,20:00,38.42,kWh
"Electric Usage",G159732081-1,2024-04-22,20:15,35.72,kWh
"Electric Usage",G159732081-1,2024-04-22,20:30,36.61,kWh
"Electric Usage",G159732081-1,2024-04-22,20:45,34.82,kWh
"Electric Usage",G159732081-1,2024-04-22,21:00,35.42,kWh
"Electric Usage",G159732081-1,2024-04-22,21:15,34.54,kWh
"Electric Usage",G159732081-1,2024-04-22,21:30,34.31,kWh
"Electric Usage",G159732081-1,2024-04-22,21:45,35.32,kWh
"Electric Usage",G159732081-1,2024-04-22,22:00,34.28,kWh
"Electric Usage",G159732081-1,2024-04-22,22:15,34.25,kWh
"Electric Usage",G159732081-1,2024-04-22,22:30,34.88,kWh
"Electric Usage",G159732081-1,2024-04-22,22:45,35.03,kWh
"Electric Usage",G159732081-1,2024-04-22,23:00,34.02,kWh
"Electric Usage",G159732081-1,2024-04-22,23:15,35.41,kWh
"Electric Usage",G159732081-1,2024-04-22,23:30,34.27,kWh
"Electric Usage",G159732081-1,2024-04-22,23:45,33.77,kWh
"Electric Usage",G159732081-1,2024-04-23,00:00,34.67,kWh
"Electric Usage",G159732081-1,2024-04-23,00:15,33.54,kWh
"Electric Usage",G159732081-1,2024-04-23,00:30,33.6,kWh
"Electric Usage",G159732081-1,2024-04-23,00:45,32.5,kWh
"Electric Usage",G159732081-1,2024-04-23,01:00,32.94,kWh
"Electric Usage",G159732081-1,2024-04-23,01:15,31.2,kWh
"Electric Usage",G159732081-1,2024-04-23,01:30,31.52,kWh
"Electric Usage",G159732081-1,2024-04-23,01:45,31.82,kWh
"Electric Usage",G159732081-1,2024-04-23,02:00,32.05,kWh
"Electric Usage",G159732081-1,2024-04-23,02:15,31.12,kWh
"Electric Usage",G159732081-1,2024-04-23,02:30,31.59,kWh
"Electric Usage",G159732081-1,2024-04-23,02:45,31.25,kWh
"Electric Usage",G159732081-1,2024-04-23,03:00,31.91,kWh
"Electric Usage",G159732081-1,2024-04-23,03:15,36.8,kWh
"Electric Usage",G159732081-1,2024-04-23,03:30,35.9,kWh
"Electric Usage",G159732081-1,2024-04-23,03:45,37.13,kWh
"Electric Usage",G159732081-1,2024-04-23,04:00,35.88,kWh
"Electric Usage",G159732081-1,2024-04-23,04:15,36.4,kWh
"Electric Usage",G159732081-1,2024-04-23,04:30,36.3,kWh
"Electric Usage",G159732081-1,2024-04-23,04:45,37.14,kWh
"Electric Usage",G159732081-1,2024-04-23,05:00,37.59,kWh
"Electric Usage",G159732081-1,2024-04-23,05:15,36.18,kWh
"Electric Usage",G159732081-1,2024-04-23,05:30,36.76,kWh
"Electric Usage",G159732081-1,2024-04-23,05:45,36.34,kWh
"Electric Usage",G159732081-1,2024-04-23,06:00,37.1,kWh
"Electric Usage",G159732081-1,2024-04-23,06:15,37.33,kWh
"Electric Usage",G159732081-1,2024-04-23,06:30,37.87,kWh
"Electric Usage",G159732081-1,2024-04-23,06:45,36.65,kWh
"Electric Usage",G159732081-1,2024-04-23,07:00,37.62,kWh
"Electric Usage",G159732081-1,2024-04-23,07:15,37.66,kWh
"Electric Usage",G159732081-1,2024-04-23,07:30,37.34,kWh
"Electric Usage",G159732081-1,2024-04-23,07:45,35.75,kWh
"Electric Usage",G159732081-1,2024-04-23,08:00,31.11,kWh
"Electric Usage",G159732081-1,2024-04-23,08:15,31.31,kWh
"Electric Usage",G159732081-1,2024-04-23,08:30,32.22,kWh
"Electric Usage",G159732081-1,2024-04-23,08:45,32.3,kWh
"Electric Usage",G159732081-1,2024-04-23,09:00,32.53,kWh
"Electric Usage",G159732081-1,2024-04-23,09:15,34.13,kWh
"Electric Usage",G159732081-1,2024-04-23,09:30,31.8,kWh
"Electric Usage",G159732081-1,2024-04-23,09:45,32.83,kWh
"Electric Usage",G159732081-1,2024-04-23,10:00,34.02,kWh
"Electric Usage",G159732081-1,2024-04-23,10:15,34.39,kWh
"Electric Usage",G159732081-1,2024-04-23,10:30,35.5,kWh
"Electric Usage",G159732081-1,2024-04-23,10:45,34.94,kWh
"Electric Usage",G159732081-1,2024-04-23,11:00,33.02,kWh
"Electric Usage",G159732081-1,2024-04-23,11:15,34.93,kWh
"Electric Usage",G159732081-1,2024-04-23,11:30,34.46,kWh
"Electric Usage",G159732081-1,2024-04-23,11:45,34.53,kWh
"Electric Usage",G159732081-1,2024-04-23,12:00,36,kWh
"Electric Usage",G159732081-1,2024-04-23,12:15,36.61,kWh
"Electric Usage",G159732081-1,2024-04-23,12:30,36.76,kWh
"Electric Usage",G159732081-1,2024-04-23,12:45,36.77,kWh
"Electric Usage",G159732081-1,2024-04-23,13:00,37.79,kWh
"Electric Usage",G159732081-1,2024-04-23,13:15,37.37,kWh
"Electric Usage",G159732081-1,2024-04-23,13:30,36.22,kWh
"Electric Usage",G159732081-1,2024-04-23,13:45,36.32,kWh
"Electric Usage",G159732081-1,2024-04-23,14:00,38.38,kWh
"Electric Usage",G159732081-1,2024-04-23,14:15,37.88,kWh
"Electric Usage",G159732081-1,2024-04-23,14:30,39.79,kWh
"Electric Usage",G159732081-1,2024-04-23,14:45,39.44,kWh
"Electric Usage",G159732081-1,2024-04-23,15:00,39.82,kWh
"Electric Usage",G159732081-1,2024-04-23,15:15,38.49,kWh
"Electric Usage",G159732081-1,2024-04-23,15:30,38.74,kWh
"Electric Usage",G159732081-1,2024-04-23,15:45,39.32,kWh
"Electric Usage",G159732081-1,2024-04-23,16:00,38.84,kWh
"Electric Usage",G159732081-1,2024-04-23,16:15,38.48,kWh
"Electric Usage",G159732081-1,2024-04-23,16:30,38.69,kWh
"Electric Usage",G159732081-1,2024-04-23,16:45,39.31,kWh
"Electric Usage",G159732081-1,2024-04-23,17:00,38.41,kWh
"Electric Usage",G159732081-1,2024-04-23,17:15,38.71,kWh
"Electric Usage",G159732081-1,2024-04-23,17:30,37.83,kWh
"Electric Usage",G159732081-1,2024-04-23,17:45,39.03,kWh
"Electric Usage",G159732081-1,2024-04-23,18:00,38.73,kWh
"Electric Usage",G159732081-1,2024-04-23,18:15,40.14,kWh
"Electric Usage",G159732081-1,2024-04-23,18:30,39.66,kWh
"Electric Usage",G159732081-1,2024-04-23,18:45,39.28,kWh
"Electric Usage",G159732081-1,2024-04-23,19:00,39.74,kWh
"Electric Usage",G159732081-1,2024-04-23,19:15,40.66,kWh
"Electric Usage",G159732081-1,2024-04-23,19:30,39.3,kWh
"Electric Usage",G159732081-1,2024-04-23,19:45,39.93,kWh
"Electric Usage",G159732081-1,2024-04-23,20:00,37.25,kWh
"Electric Usage",G159732081-1,2024-04-23,20:15,38.17,kWh
"Electric Usage",G159732081-1,2024-04-23,20:30,36.62,kWh
"Electric Usage",G159732081-1,2024-04-23,20:45,36.31,kWh
"Electric Usage",G159732081-1,2024-04-23,21:00,35.65,kWh
"Electric Usage",G159732081-1,2024-04-23,21:15,35.83,kWh
"Electric Usage",G159732081-1,2024-04-23,21:30,36.46,kWh
"Electric Usage",G159732081-1,2024-04-23,21:45,36.88,kWh
"Electric Usage",G159732081-1,2024-04-23,22:00,36.82,kWh
"Electric Usage",G159732081-1,2024-04-23,22:15,36.73,kWh
"Electric Usage",G159732081-1,2024-04-23,22:30,35.65,kWh
"Electric Usage",G159732081-1,2024-04-23,22:45,36.95,kWh
"Electric Usage",G159732081-1,2024-04-23,23:00,37.14,kWh
"Electric Usage",G159732081-1,2024-04-23,23:15,36.43,kWh
"Electric Usage",G159732081-1,2024-04-23,23:30,37.03,kWh
"Electric Usage",G159732081-1,2024-04-23,23:45,35.88,kWh
"Electric Usage",G159732081-1,2024-04-24,00:00,35.75,kWh
"Electric Usage",G159732081-1,2024-04-24,00:15,35.39,kWh
"Electric Usage",G159732081-1,2024-04-24,00:30,35.07,kWh
"Electric Usage",G159732081-1,2024-04-24,00:45,33.89,kWh
"Electric Usage",G159732081-1,2024-04-24,01:00,33.68,kWh
"Electric Usage",G159732081-1,2024-04-24,01:15,33.31,kWh
"Electric Usage",G159732081-1,2024-04-24,01:30,33.09,kWh
"Electric Usage",G159732081-1,2024-04-24,01:45,33.47,kWh
"Electric Usage",G159732081-1,2024-04-24,02:00,32.43,kWh
"Electric Usage",G159732081-1,2024-04-24,02:15,33.11,kWh
"Electric Usage",G159732081-1,2024-04-24,02:30,33.41,kWh
